EMPID,STATUS,TITLE,DEPARTMENT,FUNCTION,DIVISION,UNION_STATUS,EMPLOYMENT_CATEGORY,AGE,GENERATION,PAY_SCALE_GROUP,GENDER,ETHNIC_ORIGIN,ACTION_REASON,LAST_PERFORMANCE_RATING,LAST_POTENTIAL_RATING,EMPLOYEE_PAY_FREQUENCY,EMPLOYEE_PAY_BASIS,MANAGER_ID,ACTION_TYPE
7050,Active,Operator,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Female,B,,No Rating,No Rating,Bi-Weekly,Hourly,S1777,
7057,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S637,
7064,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S528,
7071,Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,30,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1550,
7078,Terminated,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,28,Generation Y,Group C,Male,B,Resigned - Personal Reasons,Too New,Not assigned,Weekly,Hourly,S3534,Voluntary Separation
7085,Terminated,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,29,Generation Y,Not Assigned,Male,H,Resigned - Career Prospects,No Rating,No Rating,Weekly,Hourly,S3381,Voluntary Separation
7092,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,30,Generation Y,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S358,
7099,Terminated,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,29,Generation Y,Group C,Male,B,Resigned - Career Prospects,No Rating,No Rating,Monthly,Salary,S5022,Voluntary Separation
7106,Terminated,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,29,Generation Y,Not Assigned,Male,W,Resigned - Personal Reasons,No Rating,No Rating,Bi-Weekly,Hourly,S2654,Voluntary Separation
7113,Active,Planner,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,30,Generation Y,Group C,Female,H,,Too New,Not assigned,Bi-Weekly,Hourly,S1615,
7120,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,30,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2145,
7127,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,H,,Exceeds,Not assigned,Bi-Weekly,Hourly,S2753,
7134,Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1429,
7141,Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Female,W,,No Rating,No Rating,Weekly,Hourly,S3979,
7148,Active,Technician,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1755,
7155,Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,30,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2290,
7162,Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1167,
7169,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,30,Generation Y,Group N,Male,H,,No Rating,No Rating,Weekly,Hourly,S3696,
7176,Active,Operator,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,H,,Meets & Exceeds,Not assigned,Weekly,Hourly,S4017,
7183,Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,30,Generation Y,Group C,Female,H,,Developing/Meets Some,Not assigned,Bi-Weekly,Hourly,S2645,
7190,Active,Clerk,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,H,,Meets & Exceeds,Not assigned,Weekly,Hourly,S3943,
7197,Active,Account Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Female,W,,No Rating,No Rating,Bi-Weekly,Salary,S4843,
7204,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,30,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S527,
7211,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,30,Generation Y,Not Assigned,Female,B,,No Rating,No Rating,Weekly,Hourly,S3629,
7218,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S38,
7225,Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,30,Generation Y,Not Assigned,Female,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2383,
7232,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,30,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Daily,S638,
7239,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,H,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S2801,
7246,Active,Sales Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2461,
7253,Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S447,
7260,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Daily,S622,
7267,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1206,
7274,Active,Labor,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,30,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1359,
7281,Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,30,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3100,
7288,Active,Laborer,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,30,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S981,
7295,Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,H,,Meets & Exceeds,Not assigned,Weekly,Hourly,S3728,
7302,Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,30,Generation Y,Group E,Male,W,,No Rating,No Rating,Weekly,Hourly,S3624,
7309,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1502,
7316,Active,Forklift Driver,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2007,
7323,Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1580,
7330,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3560,
7337,Active,Operator,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,30,Generation Y,Not Assigned,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S1036,
7344,Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2523,
7351,Active,Representative,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Daily,S257,
7358,Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S661,
7365,Active,Labor,Factory-East,Manufacturing,Product,Union,Regular Employee FT,30,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,Weekly,Hourly,S3556,
7372,Active,Forklift Driver,Support,Support,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1400,
7379,Active,Account Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,A,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S2415,
7386,Terminated,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,29,Generation Y,Group C,Male,W,Resigned - Personal Reasons,Too New,Not assigned,Bi-Weekly,Hourly,S2399,Voluntary Separation
7393,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,No Rating,No Rating,Bi-Weekly,Daily,S346,
7400,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Meets & Exceeds,Not assigned,Weekly,Hourly,S3497,
7407,Terminated,Sales Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,29,Generation Y,Group C,Male,H,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2892,Voluntary Separation
7414,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,B,,Does Not Meet,Not assigned,Bi-Weekly,Hourly,S519,
7421,Active,Planner,Support,Support,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Female,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1024,
7428,Active,Sales Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2593,
7435,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1878,
7442,Terminated,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,29,Generation Y,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,Monthly,Salary,S735,Voluntary Separation
7449,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,30,Generation Y,Group N,Male,H,,No Rating,No Rating,Weekly,Hourly,S3602,
7456,Active,Account Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1974,
7463,Terminated,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,29,Generation Y,Group C,Male,W,Resigned - Personal Reasons,No Rating,No Rating,Bi-Weekly,Daily,S743,Voluntary Separation
7470,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,30,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S1892,
7477,Active,Mechanic,Support,Support,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1205,
7484,Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,29,Generation Y,Group C,Male,W,Resigned - Pay/Benefits,No Rating,No Rating,Bi-Weekly,Hourly,S3048,Voluntary Separation
7491,Terminated,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,29,Generation Y,Not Assigned,Male,B,Resigned - Job Abandonment,No Rating,No Rating,Weekly,Hourly,S3828,Voluntary Separation
7498,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,30,Generation Y,Group C,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S702,
7505,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S169,
7512,Active,Account Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2367,
7519,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,30,Generation Y,Group W,Male,B,,No Rating,No Rating,Weekly,Hourly,S3673,
7526,Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,30,Generation Y,Group C,Female,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2019,
7533,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3693,
7540,Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,30,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,Weekly,Hourly,S3763,
7547,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,30,Generation Y,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S277,
7554,Terminated,Mechanic,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,H,Resigned - Career Prospects,Too New,Not assigned,Bi-Weekly,Hourly,S1038,Voluntary Separation
7561,Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Daily,S250,
7568,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,B,,Too New,Not assigned,Bi-Weekly,Daily,S479,
7575,Terminated,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,30,Generation Y,Group C,Male,W,Resigned - Personal Reasons,No Rating,No Rating,Bi-Weekly,Hourly,S627,Voluntary Separation
7582,Terminated,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,Resigned - Job Abandonment,Developing/Meets Some,Not assigned,Bi-Weekly,Hourly,S631,Voluntary Separation
7589,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Too New,Strong Contributor,Bi-Weekly,Daily,S168,
7596,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1500,
7603,Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee PT,30,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1938,
7610,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S464,
7617,Terminated,Customer Service Representative,HR,HR,Corporate,Non-Union,Regular Employee FT,30,Generation Y,Group C,Female,B,Resigned - Personal Reasons,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S2590,Voluntary Separation
7624,Terminated,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,29,Generation Y,Group C,Female,W,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,Monthly,Salary,S4788,Voluntary Separation
7631,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,30,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3629,
7638,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,31,Generation Y,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S2368,
7645,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,31,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S27,
7652,Active,Laborer,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,31,Generation Y,Group C,Male,U,,No Rating,No Rating,Bi-Weekly,Hourly,S3184,
7659,Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,31,Generation Y,Not Assigned,Female,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2395,
7666,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,31,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Emerging Talent,Bi-Weekly,Daily,S482,
7673,Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,31,Generation Y,Group E,Male,H,,No Rating,No Rating,Weekly,Hourly,S3745,
7680,Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,31,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Salary,S4598,
7687,Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,31,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3762,
7694,Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,31,Generation Y,Group E,Male,B,,No Rating,No Rating,Weekly,Hourly,S3745,
7701,Active,Sales Representative,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,31,Generation Y,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2732,
7708,Active,Forklift Driver,Operations-East,Operations,Product,Union,Regular Employee FT,31,Generation Y,Not Assigned,Male,B,,No Rating,No Rating,Weekly,Hourly,S1075,
7715,Active,Installer,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,31,Generation Y,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1889,
7722,Active,Customer Service Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,31,Generation Y,Group C,Female,B,,No Rating,No Rating,Bi-Weekly,Hourly,S3292,
7729,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,31,Generation Y,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S2133,
7736,Active,Coordinator,Factory-West,Manufacturing,Product,Non-Union,Regular Employee FT,31,Generation Y,Group C,Female,B,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3890,
7743,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,31,Generation Y,Group C,Male,X,,Developing/Meets Some,Not assigned,Bi-Weekly,Hourly,S2125,
7750,Terminated,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,H,Resigned - Career Prospects,Successfully Meets Expectations,Strong Contributor,Monthly,Salary,S5608,Voluntary Separation
7757,Terminated,Supervisor,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,Resigned - Career Prospects,Successfully Meets Expectations,Emerging Talent,Monthly,Salary,S2738,Voluntary Separation
7764,Active,Sales Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,31,Generation Y,Group S,Female,O,,Meets & Exceeds,Not assigned,Weekly,Hourly,S950,
7771,Terminated,Account Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Group C,Male,W,Resigned - Pay/Benefits,Meets & Exceeds,Not assigned,Monthly,Salary,S5635,Voluntary Separation
7778,Terminated,Sales Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,30,Generation Y,Group C,Female,W,Resigned - Job Abandonment,No Rating,No Rating,Bi-Weekly,Hourly,S735,Voluntary Separation
7785,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,31,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S377,
